mission,id,star_id,label,period_days,duration_hours,depth_ppm,planet_radius_re,stellar_teff_k,stellar_logg_cgs,stellar_radius_rsun,mag_kepler,mag_tess,insolation_earth,eqt_k,snr_like,period_errw,duration_errw,depth_errw,prad_errw,teff_errw,logg_errw,srad_errw,insol_errw,eqt_errw,period_days__missing,duration_hours__missing,depth_ppm__missing,planet_radius_re__missing,stellar_teff_k__missing,stellar_logg_cgs__missing,stellar_radius_rsun__missing,mag_kepler__missing,mag_tess__missing,insolation_earth__missing,eqt_k__missing,snr_like__missing,period_errw__missing,duration_errw__missing,depth_errw__missing,prad_errw__missing,teff_errw__missing,logg_errw__missing,srad_errw__missing,insol_errw__missing,eqt_errw__missing,log_period,log_duration_h,log_depth_ppm,duty_cycle,depth_per_hour,star_multiplicity,depth_ppm__rank_in_star,snr_like__rank_in_star,period_days__rank_in_star,star_depth_mean,star_depth_std,star_depth_cv,depth_over_radii_model,snr_proxy,eqt_over_teff,log_depth_over_radii_model,log_snr_proxy
,5698524,5698524,False Positive,228.196872,3.525,145.3,1.42,6425.0,4.331,1.138,13.061,0.0,3.66,353.0,6.9,0.009834,0.822,46.6,0.8,363.0,0.375,0.643,5.83,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.434581337277998,1.5096175771518894,4.9856593080260785,0.0006436328364746384,41.21985815602837,1,1.0,1.0,1.0,145.3,0.0,0.0,1.1102783112324142,3.1180257510729614,0.05494163424124514,0.7468198398478116,1.415373861882054
,5193386,5193386,False Positive,21.37831102,21.7174,80571.0,97.23,4905.0,3.3,3.484,13.998,0.0,300.32,1062.0,852.2,2.882e-05,0.088,226.0,39.05,117.0,0.30000000000000004,1.399,291.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.10809223176066,3.1231311506848627,11.296906473598314,0.04232755645757588,3709.974490500704,1,1.0,1.0,1.0,80571.0,0.0,0.0,1.2308152867685183,356.5088495575221,0.21651376146788992,0.8023671181045999,5.8791601158347415
,239372503,239372503,False Positive,0.8560277,1.587,247.0,3.15801,11798.0,4.18,2.38,0.0,8.716291,46825.3,0.0,0.0,8.8e-06,0.232,20.4748,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.618438558821604,0.9504989032038921,5.5134287461649825,0.07724633209883278,155.63957151858853,1,1.0,1.0,1.0,247.0,0.0,0.0,1.6690996731765004,12.063609900951414,0.0,0.9817412144896074,2.5698304946093
,5471606,5471606,False Positive,0.962835804,4.9844,14328.0,458.02,3982.0,1.464,32.244,10.82,0.0,602806.92,7100.0,209.2,1.354e-06,0.091,189.6,298.7,253.0,0.52,21.03,1051380.19,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6743902663551969,1.78915608335794,9.570040734716603,0.21569963691683958,2874.5686542011076,1,1.0,1.0,1.0,14328.0,0.0,0.0,0.8448369878649987,75.56962025316456,1.783023606228026,0.6123909201283882,4.338200395639893
,4165960,4165960,False Positive,6.77449545,2.5416,481.9,29.41,6517.0,4.265,1.342,13.889,0.0,521.03,1219.0,41.9,2.368e-05,0.1558,27.4,8.59,155.0,0.2,0.392,365.64,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0508485620689227,1.2645786024357941,6.179809592879496,0.015632160473293993,189.6049732451999,1,1.0,1.0,1.0,481.9,0.0,0.0,0.01193796538972879,17.587591240875913,0.18704925579254258,0.011867269964404846,2.9224942204965343
,10991431,10991431,Candidate,322.221973,7.531,465.6,2.18,6026.0,4.437,1.006,14.718,0.0,1.4,277.0,8.9,0.017412,1.494,128.4,1.12,364.0,0.346,0.517,2.11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.778339310103339,2.1437065879265575,6.1454723595873295,0.0009738369601090695,61.82445890320011,1,1.0,1.0,1.0,465.6,0.0,0.0,1.1796532061020681,3.6261682242990654,0.04596747427812811,0.7791657843767755,1.531728928106784
,367434266,367434266,Candidate,22.0632969,2.2329319,4597.497672,10.1729473,5762.0,4.44,1.0093499,0.0,10.6275,41.5500612,647.5341338,0.0,0.0003152,0.3232676,622.04534,17.496892,256.2,0.16,0.1092964,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1382424751333122,1.173389434494227,8.433484936090586,0.004216905097563486,2058.9511359482126,1,1.0,1.0,1.0,4597.497672,0.0,0.0,0.5384803053343907,7.390936602788472,0.11238009958347794,0.4307951144854075,2.1271521474772515
,9958387,9958387,Candidate,237.787237,10.509,1627.7,9.91,5185.0,3.936,1.853,13.46,0.0,3.73,354.0,92.3,0.0017054,0.332,60.4,6.12,163.0,0.52,1.1440000000000001,4.49,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.475572933691478,2.443129337986354,7.395537429579515,0.0018414571173977685,154.88628794366733,1,1.0,1.0,1.0,1627.7,0.0,0.0,0.6770742536191389,26.948675496688743,0.0682738669238187,0.5170507595108986,3.330369810166574
,11709022,11709022,False Positive,0.71957289,1.79,0.0,0.0,0.0,0.0,0.0,12.902,0.0,145.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.22,0.0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5420759402214614,1.0260415958332743,9.999999995e-10,0.10364944867966516,5.58659217877095e-10,1,1.0,1.0,1.0,0.0,0.0,0.0,1.1897573776e-11,0.0,0.0,9.999999995e-10,9.999999995e-10
,TRAPPIST-1:TRAPPIST-1 d,TRAPPIST-1,Planet,4.04978035,0.0,0.0,0.0,2520.0,0.0,0.1234,0.0,0.0,1.114,286.2,0.0,5.32e-06,0.0,0.0,0.0,78.0,0.0,0.0066,0.086,5.6,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1.6193447472918263,9.999995000003334e-07,9.999999995e-10,1.0288623842689805e-08,0.001,39,20.0,20.0,24.0,0.0,0.0,0.0,0.18117101852846657,0.0,0.11357142857142857,0.16650633496900677,9.999999995e-10
,EPIC 204308061:EPIC 204308061.01,EPIC 204308061,Candidate,22.6398,0.0,0.0,1.27,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.32,0.0,0.0,0.139,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3.162931732265223,9.999995000003334e-07,9.999999995e-10,1.8404167292408354e-09,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,5.481071863608496e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
,EPIC 220201207:EPIC 220201207.01,EPIC 220201207,Candidate,0.4378443,0.0,0.0,41.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,4.8e-06,0.0,0.0,39.0,0.0,0.0,1.1400000000000001,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.3631449780541769,9.999995000003334e-07,9.999999995e-10,9.516320451509056e-08,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,1.196127286224866e-14,0.0,0.0,9.999999995e-10,9.999999995e-10
,3228945,3228945,False Positive,0.730943372,3.004,134.7,1.37,6143.0,4.418,1.067,15.021,0.0,5461.14,2190.0,27.0,8.366e-06,0.234,12.2,0.64,450.0,0.289,0.5,7500.370000000001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5486665616208282,1.3872938614529742,4.9104465668408235,0.1712398955396324,44.84021304926764,1,1.0,1.0,1.0,134.7,0.0,0.0,0.9721061859867347,11.040983606557377,0.35650333713169463,0.679102101580011,2.488316131440621
,2438502,2438502,False Positive,8.360616221,7.5385,28066.0,40.35,5463.0,3.79,2.445,16.209,0.0,601.6,1263.0,425.6,8.86e-06,0.0628,152.4,20.810000000000002,163.0,0.323,1.261,635.12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2365111238993576,2.1445853483451565,10.242349787976345,0.037569499467958734,3723.0218213172384,1,1.0,1.0,1.0,28066.0,0.0,0.0,1.2260539368461505,184.16010498687663,0.2311916529379462,0.8002304829489082,5.221220883169155
,206284139,206284139,Planet,3.0026215,3.595,5040.0,14.0672,5630.0,4.11,1.45,0.0,12.1112,4289.27,2254.0,0.0,3.72e-05,0.332,282.052,4.05188,210.2,0.14,0.14,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3869495214554806,1.5249687558076503,8.525359754082631,0.0498869626646804,1401.9471488178024,1,1.0,1.0,1.0,5040.0,0.0,0.0,0.6371029606579274,17.86904542424801,0.4003552397868561,0.49292819235366453,2.937522771150605
,9602595,9602595,False Positive,3.55650976,12.7364,687450.0,283.93,8105.0,3.937,2.433,11.882,0.0,7238.22,2353.0,3867.7,5.54e-07,0.01588,412.0,142.6,566.0,0.38,1.222,8405.41,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5165569269467027,2.620049243730294,13.44074583325557,0.14921464276632082,53975.220627492854,1,1.0,1.0,1.0,687450.0,0.0,0.0,0.6005666002445881,1668.5679611650485,0.2903146206045651,0.4703576917110902,7.420320166051467
,9899577,9899577,False Positive,1.33258981,3.987,78.4,0.67,5309.0,4.595,0.763,14.818,0.0,832.33,1369.0,16.1,2.992e-05,0.616,11.8,0.16,302.0,0.136,0.188,637.38,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8469791567494512,1.6068345265639856,4.37449836825309,0.12466326753616704,19.66390770002508,1,1.0,1.0,1.0,78.4,0.0,0.0,1.2096895798704639,6.6440677966101696,0.25786400452062536,0.7928520440669323,2.033929895596959
,8300828,8300828,False Positive,48.9200563,2.295,333.9,1.71,5375.0,4.433,0.899,14.981,0.0,10.22,456.0,7.0,0.0011816,0.9,126.8,1.32,328.0,0.521,0.697,24.61,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9104228518650235,1.1924061679544706,5.813831979800159,0.0019547197454881098,145.49019607843135,1,1.0,1.0,1.0,333.9,0.0,0.0,1.097999110390279,2.6332807570977916,0.08483720930232558,0.7409840859465032,1.2901360299387457
,6891366,6891366,False Positive,1.752564549,3.503,116.6,1.38,6221.0,4.333,1.18,13.608,0.0,2174.09,1741.0,38.0,1.5008e-05,1.644,14.6,0.65,390.0,0.32,0.56,2907.95,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0125330403842314,1.5047438413194347,4.767289035464526,0.08328271470321368,33.285755067085354,1,1.0,1.0,1.0,116.6,0.0,0.0,1.0142915297295212,7.986301369863013,0.2798585436425012,0.7002675354244039,2.1957013477956977
,8127586,8127586,False Positive,16.6094904,3.189,272.9,1.82,6047.0,4.395,1.05,14.926,0.0,81.28,766.0,12.7,0.0002824,0.456,50.8,0.8400000000000001,399.0,0.3,0.485,106.72,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.868437983986049,1.432462041964898,5.612763076269032,0.007999944417319391,85.57541549074945,1,1.0,1.0,1.0,272.9,0.0,0.0,1.080681618018994,5.372047244094488,0.12667438399206218,0.7326955410016612,1.8519208063477623
,3345973,3345973,False Positive,15.3466028,4.966,238.5,3.64,6771.0,3.934,2.259,14.335,0.0,480.12,1194.0,13.0,0.0004856,0.808,44.0,1.5299999999999998,162.0,0.315,0.9470000000000001,440.48,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.794020095937532,1.7860766860925568,5.4785534168509695,0.013482897118225192,48.02658074909384,1,1.0,1.0,1.0,238.5,0.0,0.0,1.0928900811913804,5.420454545454546,0.17634027470093044,0.7385459247371342,1.8594889166682345
,137903329,137903329,Planet,7.3405675,3.2557004,11139.7005929,16.7317044,5828.81,4.14418,1.4372801,0.0,13.9154,378.0645504,1124.6340774,0.0,0.000185,0.562429,1633.80152,1.9959814,251.836,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1211312596192102,1.4482593548246754,9.318360401351189,0.018480067560625705,3421.5988034095526,1,1.0,1.0,1.0,11139.7005929,0.0,0.0,0.9779899306425706,6.818270430364149,0.19294402758024365,0.6820811425114104,2.0564633575072513
,10387742,10387742,Candidate,3.03267135,1.774,42.4,0.6,5640.0,4.492,0.921,12.623,0.0,468.31,1187.0,15.6,2.748e-05,0.244,6.4,0.12,214.0,0.158,0.192,279.38,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3944290223649218,1.0202903218926398,3.770459441106359,0.024373451039020985,23.900789177001126,2,2.0,1.0,1.0,78.35,50.84097756731277,0.6488956932650003,1.1886144966630774,6.624999999999999,0.21046099290780143,0.7832686936954646,2.031432322493475
,277128619,277128619,Planet,21.4921464,4.199,5960.0,9.09747,5520.0,4.34,1.11,0.0,11.9545,22.7774,608.0,0.0,0.0001698,0.422,4.23498,1.025298,254.2,0.16,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.113166199389743,1.6484662994015786,8.692993531219926,0.008140570517113793,1419.3855679923793,1,1.0,1.0,1.0,5960.0,0.0,0.0,1.055624252963264,1407.3265989449771,0.11014492753623188,0.7205795745501188,7.250157469297514
,137906197,137906197,Planet,7.3377236,4.243,795.0,3.2807,5994.0,4.4,1.1,0.0,9.91008,998.435,1566.0,0.0,8.04e-05,2.278,149.0208,0.442334,242.0,0.16,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.120790229472835,1.6568938535903959,6.679599185844383,0.024093530405896818,187.36742870610416,1,1.0,1.0,1.0,795.0,0.0,0.0,1.0633539979198854,5.334825742446692,0.26126126126126126,0.7243328131251996,1.8460623062829662
,12835139,12835139,False Positive,350.609298,1.621,369.5,3.88,6658.0,3.934,1.992,13.329,0.0,6.37,405.0,3.6,0.015636,0.712,197.0,2.82,437.0,0.495,1.4489999999999998,10.99,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.862520610285027,0.9635559243412692,5.914853444736141,0.00019264083140962983,227.94571252313386,1,1.0,1.0,1.0,369.5,0.0,0.0,1.158745515093609,1.8756345177664975,0.06082907780114148,0.7695272729287572,1.0562733517300724
,EPIC 220401029:EPIC 220401029.01,EPIC 220401029,Candidate,4.49161,0.0,0.0,2.01,0.0,0.0,0.823,0.0,0.0,0.0,0.0,0.0,0.0010799999999999998,0.0,0.0,0.99,0.0,0.0,0.133,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.7032214730025799,9.999995000003334e-07,9.999999995e-10,9.276554880469736e-09,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,1.9946466048177772e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
,EPIC 212311834:EPIC 212311834.01,EPIC 212311834,Candidate,17.788652,0.0,0.0,47.8,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.00032700000000000003,0.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2.9332530705645294,9.999995000003334e-07,9.999999995e-10,2.3423172630881006e-09,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,3.007667325947375e-15,0.0,0.0,9.999999995e-10,9.999999995e-10
,71582156,71582156,Planet,5.4911302,1.9062098,448.451647,2.430675,5874.0,4.37711,1.10649,0.0,9.16067,337.3312542,1093.0345624,0.0,2.6e-05,0.5616786,64.73462,2.480725,238.636,0.151678,0.1028894,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8704366603927591,1.0668497579997984,6.108028277491502,0.014464309794244788,235.25828426650622,1,1.0,1.0,1.0,448.451647,0.0,0.0,1.1056437825885168,6.927539653434282,0.18608010936329586,0.7446212553352822,2.070342729427856
,395171208,395171208,Planet,4.7201912,4.416,6710.0,15.2105,6696.0,4.08,1.8,0.0,9.03527,1112.85,1609.0,0.0,4.6e-06,0.186,122.3,1.305602,481.2,0.18,0.16,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7440022314064778,1.689357535609974,8.811503250158239,0.03898147176749959,1519.4746376811593,1,1.0,1.0,1.0,6710.0,0.0,0.0,1.1179926696714828,54.865085854456254,0.2402927120669056,0.7504687862060314,4.022939602818245
,3442055,3442055,Candidate,29.6193891,4.9595,314.7,1.74,5618.0,4.401,0.996,13.331,0.0,26.79,580.0,42.5,0.0002206,0.1852,17.2,0.43,213.0,0.2,0.242,17.490000000000002,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4216334390181036,1.7849865849406263,5.754792395563946,0.006976708150045315,63.4539772154451,1,1.0,1.0,1.0,314.7,0.0,0.0,1.2268044134734504,18.296511627906977,0.10323958704165183,0.800567559305425,2.9599243349065216
,6936966,6936966,False Positive,36.4721523,2.673,52.6,0.7,5853.0,4.529,0.895,11.894,0.0,18.29,527.0,7.7,0.001736,1.236,19.0,0.21,291.0,0.19,0.27,15.77,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6235980517751085,1.3010087668375303,3.9815490680767565,0.0030536996852801586,19.67826412270857,1,1.0,1.0,1.0,52.6,0.0,0.0,1.0230435962943125,2.768421052631579,0.0900392960874765,0.7046031082718972,1.3266560948001596
,4484336,4484336,Candidate,8.94337724,2.469,215.1,1.48,6074.0,4.375,1.005,14.169,0.0,188.93,946.0,18.4,8.832e-05,0.256,26.8,0.66,362.0,0.33099999999999996,0.45,229.17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2969067255377023,1.2438663679876125,5.3757412635128405,0.0115029252640583,87.12029161603888,1,1.0,1.0,1.0,215.1,0.0,0.0,1.180069293102975,8.026119402985074,0.15574580177807046,0.7793566621228917,2.2001225300991707
,4587448,4587448,False Positive,2.23416013,2.12,0.0,0.0,0.0,0.0,0.0,13.411,0.0,2156.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.12,0.0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.173769274462197,1.1378330018213911,9.999999995e-10,0.039537601690767504,4.716981132075472e-10,1,1.0,1.0,1.0,0.0,0.0,0.0,1.1897573776e-11,0.0,0.0,9.999999995e-10,9.999999995e-10
,171922657,171922657,Candidate,5.01345,3.437,7627.0,9.1986,5505.9,4.36,1.07,0.0,12.9713,278.509,1138.0,0.0,5.28e-05,0.562,647.162,1.18459,234.2,0.16,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7939986271085415,1.4899784723967724,8.93958096672031,0.02856482728128002,2219.086412569101,1,1.0,1.0,1.0,7627.0,0.0,0.0,1.2278243450036583,11.785302598112992,0.20668737172850943,0.8010254791920551,2.548296276676828
,EPIC 212577658:EPIC 212577658.01,EPIC 212577658,Candidate,14.069121,0.0,0.0,1.8,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.002081,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2.7126476831336883,9.999995000003334e-07,9.999999995e-10,2.961568577501513e-09,0.001,5,3.0,3.0,2.0,0.0,0.0,0.0,2.591027177884444e-12,0.0,0.0,9.999999995e-10,9.999999995e-10
,10735519,10735519,False Positive,1.814128042,3.0646,2063.6,426.98,4822.0,2.662,12.899,11.78,0.0,47891.79,3773.0,163.9,2.074e-06,0.05,29.6,250.32,153.0,0.29,7.561999999999999,55123.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.034652459433853,1.4023153371740695,7.63269178203149,0.07038735067779006,673.3668341708542,1,1.0,1.0,1.0,2063.6,0.0,0.0,0.022406857151474193,69.71621621621621,0.7824554126918292,0.022159511535185656,4.258674913168038
,10788461,10788461,Candidate,2.5903958,2.088,330.9,2.55,5678.0,4.215,1.303,14.026,0.0,1147.44,1484.0,18.3,0.0003306,0.21,41.2,1.33,359.0,0.41000000000000003,0.682,1510.15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.278262447119405,1.1275236321625297,5.804833718725929,0.033585601088451426,158.47701149425285,3,3.0,2.0,1.0,638.8,523.3707385783046,0.8193029721012909,1.0279302441553693,8.031553398058252,0.2613596336738288,0.7070156887642759,2.200724378997096
